        0.00315951    1.62144958e-02
        0.01663790    3.77018394e-02
        0.04084842    5.91194493e-02
        0.07573119    8.03804575e-02
        0.12119284    1.01425332e-01
        0.17711098    1.22196949e-01
        0.24333490    1.42639208e-01
        0.31968610    1.62696966e-01
        0.40595876    1.82316136e-01
        0.50192031    2.01443821e-01
        0.60731206    2.20028454e-01
        0.72184990    2.38019932e-01
        0.84522504    2.55369752e-01
        0.97710490    2.72031142e-01
        1.11713395    2.87959184e-01
        1.26493469    3.03110941e-01
        1.42010869    3.17445564e-01
        1.58223761    3.30924410e-01
        1.75088440    3.43511143e-01
        1.92559440    3.55171830e-01
        2.10589663    3.65875038e-01
        2.29130503    3.75591911e-01
        2.48131977    3.84296255e-01
        2.67542861    3.91964604e-01
        2.87310825    3.98576286e-01
        3.07382579    4.04113476e-01
        3.27704014    4.08561249e-01
        3.48220346    4.11907612e-01
        3.68876266    4.14143545e-01
        3.89616091    4.15263021e-01
        4.10383909    4.15263021e-01
        4.31123734    4.14143545e-01
        4.51779654    4.11907612e-01
        4.72295986    4.08561249e-01
        4.92617421    4.04113476e-01
        5.12689175    3.98576286e-01
        5.32457139    3.91964604e-01
        5.51868023    3.84296255e-01
        5.70869497    3.75591911e-01
        5.89410337    3.65875038e-01
        6.07440560    3.55171830e-01
        6.24911560    3.43511143e-01
        6.41776239    3.30924410e-01
        6.57989131    3.17445564e-01
        6.73506531    3.03110941e-01
        6.88286605    2.87959184e-01
        7.02289510    2.72031142e-01
        7.15477496    2.55369752e-01
        7.27815010    2.38019932e-01
        7.39268794    2.20028454e-01
        7.49807969    2.01443821e-01
        7.59404124    1.82316136e-01
        7.68031390    1.62696966e-01
        7.75666510    1.42639208e-01
        7.82288902    1.22196949e-01
        7.87880716    1.01425332e-01
        7.92426881    8.03804575e-02
        7.95915158    5.91194493e-02
        7.98336210    3.77018394e-02
        7.99684049    1.62144958e-02
