    0.80000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.80000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.70000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.60000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.50000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.40000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.30000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.20000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00   -0.10000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00    0.00000E+00    0.00000E+00    0.31418E-09    0.19733E-10
    0.80000E+00    0.10000E+01    0.00000E+00    0.10136E-05    0.63659E-07
    0.80000E+00    0.20000E+01    0.00000E+00    0.76557E-03    0.48084E-04
    0.80000E+00    0.30000E+01    0.00000E+00    0.12238E-01    0.76862E-03
    0.80000E+00    0.40000E+01    0.00000E+00    0.23559E-01    0.21765E-02
    0.80000E+00    0.50000E+01    0.00000E+00    0.30142E-01    0.34972E-02
    0.80000E+00    0.60000E+01    0.00000E+00    0.62399E-01    0.20747E-01
    0.80000E+00    0.70000E+01    0.00000E+00    0.83253E-01    0.51575E-01
    0.80000E+00    0.80000E+01    0.00000E+00    0.77365E-01    0.40335E-01
    0.80000E+00    0.90000E+01    0.00000E+00    0.53602E-01    0.13626E-01
    0.80000E+00    0.10000E+02    0.00000E+00    0.32656E-01    0.41537E-02
    0.80000E+00    0.11000E+02    0.00000E+00    0.89378E-02    0.56136E-03
    0.80000E+00    0.12000E+02    0.00000E+00    0.77397E-03    0.48612E-04
    0.80000E+00    0.13000E+02    0.00000E+00    0.26734E-05    0.16791E-06
    0.82000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.80000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.70000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.60000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.50000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.40000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.30000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.20000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00   -0.10000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00    0.00000E+00    0.00000E+00    0.31418E-09    0.19733E-10
    0.82000E+00    0.10000E+01    0.00000E+00    0.11411E-05    0.71672E-07
    0.82000E+00    0.20000E+01    0.00000E+00    0.77575E-03    0.48723E-04
    0.82000E+00    0.30000E+01    0.00000E+00    0.10548E-01    0.66250E-03
    0.82000E+00    0.40000E+01    0.00000E+00    0.22024E-01    0.19192E-02
    0.82000E+00    0.50000E+01    0.00000E+00    0.29875E-01    0.34330E-02
    0.82000E+00    0.60000E+01    0.00000E+00    0.61977E-01    0.20345E-01
    0.82000E+00    0.70000E+01    0.00000E+00    0.82411E-01    0.49824E-01
    0.82000E+00    0.80000E+01    0.00000E+00    0.77407E-01    0.40408E-01
    0.82000E+00    0.90000E+01    0.00000E+00    0.52583E-01    0.12954E-01
    0.82000E+00    0.10000E+02    0.00000E+00    0.31542E-01    0.38507E-02
    0.82000E+00    0.11000E+02    0.00000E+00    0.81320E-02    0.51075E-03
    0.82000E+00    0.12000E+02    0.00000E+00    0.77447E-03    0.48643E-04
    0.82000E+00    0.13000E+02    0.00000E+00    0.30273E-05    0.19014E-06
    0.84000E+00   -0.13000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.12000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.11000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.10000E+02    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.90000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.80000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.70000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.60000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.50000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.40000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.30000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.20000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00   -0.10000E+01    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00    0.00000E+00    0.00000E+00    0.31418E-09    0.19733E-10
    0.84000E+00    0.10000E+01    0.00000E+00    0.13269E-05    0.83337E-07
