          0.78000000          0.82080665          6.89340884          1.46154978          7.04664552         54.00000000          0.05000000
          0.78000000          0.83008873          7.24366550          1.37545092          7.37309671         54.00000000          0.05000000
          0.78000000          0.82917093          7.72279645          1.40681125          7.84988553         54.00000000          0.05000000
          0.78000000          0.80815600          5.97781516          1.97705806          6.29627133         54.00000000          0.05000000
          0.78000000          0.82999707          6.24983689          1.79666832          6.50295919         54.00000000          0.05000000
          0.78000000          0.83562765          6.65877112          1.56198880          6.83952059         54.00000000          0.05000000
          0.78000000          0.83574837          7.97495054          1.51858532          8.11824720         54.00000000          0.05000000
          0.78000000          0.83041864          8.26056949          1.69374990          8.43242533         54.00000000          0.05000000
          0.78000000          0.82522552          8.69584809          1.91620284          8.90447120         54.00000000          0.05000000
          0.78000000          0.81582544          5.46710632          2.47131640          5.99972135         54.00000000          0.05000000
          0.78000000          0.83147047          5.73683612          2.22828458          6.15439200         54.00000000          0.05000000
          0.78000000          0.87482267          6.00761828          2.00526952          6.33344956         54.00000000          0.05000000
          0.78000000          0.84527940          8.92594607          2.03429283          9.15482717         54.00000000          0.05000000
          0.78000000          0.82957455          9.24101135          2.22910266          9.50606067         54.00000000          0.05000000
          0.78000000          0.82592553          9.57485531          2.45869139          9.88549531         54.00000000          0.05000000
          0.78000000          0.83134332          4.85995185          2.93758573          5.67877997         54.00000000          0.05000000
          0.78000000          0.83073635          5.22896808          2.68316246          5.87719898         54.00000000          0.05000000
          0.78000000          0.83212746          9.82426962          2.64133072         10.17314610         54.00000000          0.05000000
          0.78000000          0.82973422         10.26168818          2.86866426         10.65511515         54.00000000          0.05000000
          0.78000000          0.80679075         10.56550248          2.95439614         10.97079300         54.00000000          0.05000000
          0.78000000          0.82670037          3.87775884          3.39281459          5.15249497         54.00000000          0.05000000
          0.78000000          0.83043674          4.24393076          3.18624563          5.30689264         54.00000000          0.05000000
          0.78000000          0.82820891          4.61091063          3.04263538          5.52432139         54.00000000          0.05000000
          0.78000000          0.87345742         10.46162464          3.01087420         10.88627363         54.00000000          0.05000000
          0.78000000          0.82848143         10.76139718          3.23725215         11.23776983         54.00000000          0.05000000
