     0.82080665E+000     0.15322444E-001    -0.68749891E-002    -0.19536464E-001    -0.24807465E-002     0.23338837E-001     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.54088919E-001     0.36416202E-004    -0.48266519E-005     0.48642841E-003     0.21453425E-001    -0.70664236E-002     0.32689189E-001    -0.23809628E-002
     0.83008873E+000     0.32954429E-001    -0.11461957E-001    -0.50000000E-001     0.41099588E-001    -0.25822319E-002     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.66834998E-001     0.91964166E-004     0.93307648E-003     0.11621418E-003     0.31717097E-001     0.70303291E-002     0.35230755E-001    -0.29588342E-002
     0.82917093E+000     0.13943513E-001     0.18336946E-001    -0.45174253E-001     0.56488537E-001    -0.74122210E-001     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.66603097E-001     0.27800314E-003     0.40224179E-003    -0.16203984E-002     0.33368982E-001     0.19674561E-001     0.33524355E-001    -0.29252389E-002
     0.80815600E+000     0.22903345E-002    -0.29067897E-002    -0.28108635E-002    -0.10920946E+000    -0.18674062E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.36994241E-001     0.75699799E-003    -0.13924556E-003    -0.39471341E-002     0.12467166E-001    -0.66517137E-002     0.25284233E-001    -0.16539071E-002
     0.82999707E+000     0.40463211E-001    -0.35086479E-001    -0.49822509E-001    -0.76136956E-001    -0.12662995E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.66249240E-001     0.70834355E-003     0.35973825E-003    -0.43970029E-002     0.21572911E-001    -0.17110065E-001     0.45386959E-001    -0.29220907E-002
     0.83562765E+000     0.24352145E-001    -0.12006731E-001    -0.30463536E-001    -0.38454882E-001    -0.19696942E-001     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.74408455E-001     0.10055095E-003    -0.11238834E-003    -0.41341508E-003     0.26359639E-001    -0.18214530E-001     0.48164177E-001    -0.32906125E-002
     0.83574837E+000     0.11999282E-002     0.35673200E-002    -0.48257470E-002     0.26311533E-001    -0.13154789E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.75817625E-001     0.59778956E-003    -0.18700807E-002    -0.49273799E-002     0.33266973E-001     0.22137426E-001     0.43156186E-001    -0.33146312E-002
     0.83041864E+000     0.31474090E-001     0.30282359E-001    -0.50000000E-001     0.26703231E-001    -0.18660267E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.66754905E-001     0.14041159E-002    -0.37886147E-003    -0.70883190E-002     0.28459810E-001     0.79223371E-002     0.39704098E-001    -0.29231097E-002
     0.82522552E+000     0.36465337E-001     0.16150321E-001    -0.38464272E-001     0.89714967E-001    -0.19361977E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.59658884E-001     0.15306662E-002     0.31227833E-002    -0.61022254E-002     0.30450404E-001    -0.17540214E-002     0.30739876E-001    -0.26773777E-002
     0.81582544E+000     0.41708346E-002    -0.46085238E-002    -0.53139576E-002    -0.21405375E+000    -0.16721317E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.47441666E-001     0.17103586E-002    -0.49109395E-002    -0.41383842E-002     0.24043963E-001    -0.38179064E-003     0.25108761E-001    -0.21354404E-002
     0.83147047E+000     0.37562990E-001    -0.45268707E-001    -0.47189136E-001    -0.15325384E+000    -0.18709015E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.67669069E-001     0.19689801E-002    -0.35159869E-002    -0.70132959E-002     0.27985874E-001    -0.41600138E-002     0.41652502E-001    -0.30294613E-002
     0.87482267E+000     0.18065103E-003    -0.12276915E-003    -0.17749076E-003    -0.96603204E-001    -0.18134567E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.12794229E+000     0.25107923E-002     0.45317025E-004    -0.13858365E-001     0.42008771E-001    -0.22603147E-001     0.88444973E-001    -0.58492549E-002
     0.84527940E+000     0.11341402E-001     0.53822027E-002    -0.11535728E-001     0.13211117E+000    -0.16032543E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.87407890E-001     0.21458012E-002     0.77029054E-002    -0.65531201E-002     0.52757730E-001    -0.45022153E-002     0.36797474E-001    -0.39455875E-002
     0.82957455E+000     0.31492538E-001     0.36419157E-001    -0.50000000E-001     0.12188420E+000    -0.10937458E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.66410505E-001     0.10954250E-002     0.56180013E-002    -0.24901288E-002     0.47979667E-001     0.23261492E-003     0.19526868E-001    -0.29342306E-002
     0.82592553E+000     0.53311180E-002     0.81986400E-002    -0.14553157E-001     0.48007367E-001    -0.59185335E-001     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.61847107E-001     0.22662326E-003     0.21777506E-002    -0.44149287E-003     0.51944239E-001     0.85033348E-002     0.10128442E-001    -0.27068624E-002
     0.83134332E+000    -0.50505228E-002    -0.12481960E-001    -0.27902919E-001    -0.12609981E+000    -0.13047573E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.70917897E-001     0.10293640E-002    -0.44279090E-002    -0.17304524E-002     0.47557078E-001    -0.11429351E-001     0.24396509E-001    -0.30738061E-002
     0.83073635E+000     0.13460021E-001    -0.37518040E-001    -0.44686042E-001    -0.19851405E+000    -0.13370390E+000     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.68738984E-001     0.18681112E-002    -0.71423535E-002    -0.33663685E-002     0.39998143E-001    -0.38535740E-002     0.30613761E-001    -0.30427808E-002
     0.83212746E+000     0.26030747E-001     0.27718488E-001    -0.35446843E-001    -0.22507317E-001    -0.63475739E-001     0.18000000E+000     0.00000000E+000     0.11956331E+000     0.00000000E+000     0.00000000E+000     0.26813212E-001    -0.70030426E-001     0.36200788E-003    -0.14268717E-002    -0.16849689E-002     0.51280596E-001     0.13729561E-001     0.19124598E-001    -0.30701515E-002
