      0.00000000E+00     -0.13647841E-01     -0.17290248E-01      0.22027624E-01      0.11339463E-02      0.28715454E-02      0.30873301E-02      0.24643217E+00      0.18878792E-01      0.24715425E+00      0.24643217E+00      0.18878792E-01      0.24715425E+00      0.50834129E-01      0.17130956E+00      0.17869268E+00      0.55610719E-01      0.17775637E+00      0.18625219E+00     -0.81847010E-01     -0.75895815E-03      0.81850529E-01     -0.98439167E-01      0.15857196E-01      0.99708175E-01     -0.40508783E-01      0.16959316E-01      0.43915600E-01     -0.69423335E-01      0.29113771E-02      0.69484355E-01      0.25499458E-01     -0.24384217E-01      0.35281899E-01      0.27584662E-01     -0.56843824E-01      0.63183336E-01     -0.68293899E-02     -0.35161957E-01      0.35819042E-01      0.53066161E-01     -0.57224497E-01      0.78042683E-01     -0.24717413E-01     -0.18359514E-01      0.30789970E-01     -0.91936174E-01      0.39124031E-02      0.92019384E-01     -0.27920862E-02      0.25875492E-03      0.28040505E-02     -0.24926633E-01      0.19703205E-02      0.25004383E-01
      0.00000000E+00     -0.13647967E-01     -0.17290368E-01      0.22027797E-01      0.11339226E-02      0.28715263E-02      0.30873036E-02      0.24643218E+00      0.18878316E-01      0.24715422E+00      0.24643218E+00      0.18878316E-01      0.24715422E+00      0.50834480E-01      0.17130923E+00      0.17869246E+00      0.55611299E-01      0.17775583E+00      0.18625185E+00     -0.81846543E-01     -0.75881091E-03      0.81850061E-01     -0.98438043E-01      0.15857635E-01      0.99707135E-01     -0.40508699E-01      0.16959732E-01      0.43915683E-01     -0.69422996E-01      0.29128905E-02      0.69484079E-01      0.25499203E-01     -0.24383958E-01      0.35281536E-01      0.27583269E-01     -0.56842314E-01      0.63181368E-01     -0.68297360E-02     -0.35162005E-01      0.35819156E-01      0.53063581E-01     -0.57224621E-01      0.78041020E-01     -0.24717540E-01     -0.18359731E-01      0.30790202E-01     -0.91937332E-01      0.39099336E-02      0.92020436E-01     -0.27919764E-02      0.25855930E-03      0.28039232E-02     -0.24925287E-01      0.19672695E-02      0.25002801E-01
      0.20000000E-01     -0.13484790E-01     -0.17101647E-01      0.21778565E-01      0.12399652E-02      0.30487407E-02      0.32912510E-02      0.24649293E+00      0.18959709E-01      0.24722103E+00      0.24649293E+00      0.18959709E-01      0.24722103E+00      0.50770732E-01      0.17128516E+00      0.17865126E+00      0.55655193E-01      0.17803408E+00      0.18653052E+00     -0.81776716E-01     -0.69805220E-03      0.81779695E-01     -0.98886554E-01      0.15599942E-01      0.10010948E+00     -0.40186120E-01      0.15773932E-01      0.43171069E-01     -0.68824296E-01      0.18940219E-02      0.68850353E-01      0.25465462E-01     -0.23931493E-01      0.34945760E-01      0.27959172E-01     -0.55617298E-01      0.62249491E-01     -0.62653124E-02     -0.34070296E-01      0.34641583E-01      0.51517789E-01     -0.56483784E-01      0.76449333E-01     -0.24978412E-01     -0.16887822E-01      0.30151610E-01     -0.89382949E-01      0.32278136E-02      0.89441212E-01     -0.29832138E-02      0.88868924E-03      0.31127694E-02     -0.23837147E-01      0.28877846E-02      0.24011432E-01
      0.40000000E-01     -0.13315438E-01     -0.17023388E-01      0.21612419E-01      0.13203817E-02      0.31150285E-02      0.33833135E-02      0.24659081E+00      0.19076385E-01      0.24732759E+00      0.24659081E+00      0.19076385E-01      0.24732759E+00      0.50639863E-01      0.17111313E+00      0.17844915E+00      0.55595028E-01      0.17806721E+00      0.18654420E+00     -0.81544810E-01     -0.67472470E-03      0.81547601E-01     -0.98929519E-01      0.15240181E-01      0.10009652E+00     -0.39774960E-01      0.14638917E-01      0.42383315E-01     -0.68040813E-01      0.11390723E-02      0.68050347E-01      0.25456229E-01     -0.23470336E-01      0.34624793E-01      0.28166485E-01     -0.54280260E-01      0.61153066E-01     -0.56676583E-02     -0.32954942E-01      0.33438759E-01      0.50060412E-01     -0.55618756E-01      0.74829746E-01     -0.25263702E-01     -0.15503615E-01      0.29641469E-01     -0.87219715E-01      0.24122636E-02      0.87253067E-01     -0.31315818E-02      0.13928478E-02      0.34273648E-02     -0.22704210E-01      0.32099739E-02      0.22930004E-01
      0.60000000E-01     -0.13148419E-01     -0.16917284E-01      0.21426046E-01      0.13883645E-02      0.31862248E-02      0.34755697E-02      0.24661596E+00      0.19184790E-01      0.24736105E+00      0.24661596E+00      0.19184790E-01      0.24736105E+00      0.50461789E-01      0.17078162E+00      0.17808075E+00      0.55472026E-01      0.17790421E+00      0.18635196E+00     -0.81197815E-01     -0.62619534E-03      0.81200229E-01     -0.98742773E-01      0.14906161E-01      0.99861548E-01     -0.39336524E-01      0.13565788E-01      0.41610008E-01     -0.67201879E-01      0.56718560E-03      0.67204272E-01      0.25363793E-01     -0.23022836E-01      0.34254532E-01      0.28144287E-01     -0.52974336E-01      0.59986509E-01     -0.50394842E-02     -0.31862826E-01      0.32258891E-01      0.48709066E-01     -0.54818829E-01      0.73332647E-01     -0.25523808E-01     -0.14146963E-01      0.29182209E-01     -0.85097102E-01      0.16393087E-02      0.85112890E-01     -0.32871258E-02      0.18445157E-02      0.37692751E-02     -0.21619125E-01      0.35008430E-02      0.21900742E-01
      0.80000000E-01     -0.12971128E-01     -0.16825041E-01      0.21244580E-01      0.14557319E-02      0.32339606E-02      0.35464992E-02      0.24665336E+00      0.19295908E-01      0.24740697E+00      0.24665336E+00      0.19295908E-01      0.24740697E+00      0.50241854E-01      0.17037534E+00      0.17762882E+00      0.55294966E-01      0.17764264E+00      0.18604956E+00     -0.80808171E-01     -0.57731412E-03      0.80810233E-01     -0.98465269E-01      0.14567258E-01      0.99536999E-01     -0.38876639E-01      0.12515487E-01      0.40841529E-01     -0.66331854E-01      0.66704850E-04      0.66331888E-01      0.25257439E-01     -0.22582624E-01      0.33880867E-01      0.28068732E-01     -0.51682095E-01      0.58812352E-01     -0.43983491E-02     -0.30773432E-01      0.31086164E-01      0.47387658E-01     -0.54005523E-01      0.71848358E-01     -0.25769791E-01     -0.12836161E-01      0.28789740E-01     -0.83061715E-01      0.85233911E-03      0.83066088E-01     -0.34376124E-02      0.22402373E-02      0.41031503E-02     -0.20546480E-01      0.37490398E-02      0.20885716E-01
      0.10000000E+00     -0.12790143E-01     -0.16713422E-01      0.21045813E-01      0.15188324E-02      0.32899174E-02      0.36235906E-02      0.24666674E+00      0.19409990E-01      0.24742924E+00      0.24666674E+00      0.19409990E-01      0.24742924E+00      0.49996028E-01      0.16989413E+00      0.17709777E+00      0.55087208E-01      0.17728314E+00      0.18564459E+00     -0.80365176E-01     -0.51961015E-03      0.80366855E-01     -0.98092348E-01      0.14253612E-01      0.99122521E-01     -0.38411373E-01      0.11495869E-01      0.40094745E-01     -0.65482270E-01     -0.38934810E-03      0.65483427E-01      0.25129542E-01     -0.22140047E-01      0.33491425E-01      0.27988963E-01     -0.50398059E-01      0.57648473E-01     -0.37680766E-02     -0.29697661E-01      0.29935756E-01      0.45996090E-01     -0.53164625E-01      0.70300196E-01     -0.25974658E-01     -0.11577147E-01      0.28437883E-01     -0.80978335E-01     -0.50876147E-04      0.80978351E-01     -0.35805245E-02      0.26005540E-02      0.44252725E-02     -0.19471918E-01      0.41837765E-02      0.19916314E-01
      0.12000000E+00     -0.12614134E-01     -0.16585816E-01      0.20837602E-01      0.15816774E-02      0.33473670E-02      0.37022384E-02      0.24669976E+00      0.19504210E-01      0.24746957E+00      0.24669976E+00      0.19504210E-01      0.24746957E+00      0.49728529E-01      0.16939693E+00      0.17654531E+00      0.54855092E-01      0.17692194E+00      0.18523081E+00     -0.79914294E-01     -0.48687905E-03      0.79915777E-01     -0.97725914E-01      0.13872454E-01      0.98705619E-01     -0.37913809E-01      0.10507295E-01      0.39342854E-01     -0.64529937E-01     -0.75958616E-03      0.64534408E-01      0.24972098E-01     -0.21702316E-01      0.33084682E-01      0.27720445E-01     -0.49138463E-01      0.56418185E-01     -0.31223798E-02     -0.28642373E-01      0.28812059E-01      0.44853891E-01     -0.52472592E-01      0.69030750E-01     -0.26152521E-01     -0.10343875E-01      0.28123835E-01     -0.79143973E-01     -0.62997054E-03      0.79146480E-01     -0.37124408E-02      0.28941970E-02      0.47072915E-02     -0.18408026E-01      0.41021912E-02      0.18859570E-01
      0.14000000E+00     -0.12436724E-01     -0.16436118E-01      0.20611115E-01      0.16403685E-02      0.34148978E-02      0.37884477E-02      0.24671868E+00      0.19602667E-01      0.24749621E+00      0.24671868E+00      0.19602667E-01      0.24749621E+00      0.49445735E-01      0.16884075E+00      0.17593203E+00      0.54606110E-01      0.17648217E+00      0.18473707E+00     -0.79424398E-01     -0.44748306E-03      0.79425659E-01     -0.97287092E-01      0.13511926E-01      0.98220926E-01     -0.37415423E-01      0.95435621E-02      0.38613384E-01     -0.63607538E-01     -0.10983652E-02      0.63617021E-01      0.24806119E-01     -0.21265601E-01      0.32673679E-01      0.27468187E-01     -0.47900707E-01      0.55217561E-01     -0.24875576E-02     -0.27597834E-01      0.27709716E-01      0.43662056E-01     -0.51737072E-01      0.67698595E-01     -0.26286023E-01     -0.91632355E-02      0.27837383E-01     -0.77307284E-01     -0.13117266E-02      0.77318412E-01     -0.38340104E-02      0.31510872E-02      0.49627600E-02     -0.17303818E-01      0.41326219E-02      0.17790466E-01
      0.16000000E+00     -0.12252987E-01     -0.16274253E-01      0.20371230E-01      0.16994527E-02      0.34852935E-02      0.38775521E-02      0.24672540E+00      0.19704431E-01      0.24751099E+00      0.24672540E+00      0.19704431E-01      0.24751099E+00      0.49148128E-01      0.16823621E+00      0.17526825E+00      0.54341098E-01      0.17597734E+00      0.18417649E+00     -0.78904024E-01     -0.40551767E-03      0.78905066E-01     -0.96792464E-01      0.13167057E-01      0.97683941E-01     -0.36914379E-01      0.86006527E-02      0.37903068E-01     -0.62709799E-01     -0.14218957E-02      0.62725917E-01      0.24635736E-01     -0.20827167E-01      0.32259733E-01      0.27242625E-01     -0.46676075E-01      0.54044580E-01     -0.18670323E-02     -0.26562228E-01      0.26627763E-01      0.42406539E-01     -0.50965299E-01      0.66300650E-01     -0.26372055E-01     -0.80373013E-02      0.27569612E-01     -0.75439893E-01     -0.20947504E-02      0.75468970E-01     -0.39432218E-02      0.33734435E-02      0.51893274E-02     -0.16185547E-01      0.43133865E-02      0.16750440E-01
