      112    -3124     1.519500
      113     2124     1.520000
      114    -2124     1.520000
      115     1214     1.520000
      116    -1214     1.520000
      117      335     1.525000
      118     3324     1.531800
      119    -3324     1.531800
      120     3314     1.535000
      121    -3314     1.535000
      122    22212     1.535000
      123   -22212     1.535000
      124    22112     1.535000
      125   -22112     1.535000
      126    32224     1.600000
      127   -32224     1.600000
      128    32214     1.600000
      129   -32214     1.600000
      130    32114     1.600000
      131   -32114     1.600000
      132    31114     1.600000
      133   -31114     1.600000
      134    23122     1.600000
      135   -23122     1.600000
      136    10225     1.617000
      137     2222     1.630000
      138    -2222     1.630000
      139     2122     1.630000
      140    -2122     1.630000
      141     1212     1.630000
      142    -1212     1.630000
      143     1112     1.630000
      144    -1112     1.630000
      145  9010213     1.653000
      146  9010113     1.653000
      147 -9010213     1.653000
      148    32212     1.655000
      149   -32212     1.655000
      150    32112     1.655000
      151   -32112     1.655000
      152    13222     1.660000
      153   -13222     1.660000
      154    13212     1.660000
      155   -13212     1.660000
      156    13112     1.660000
      157   -13112     1.660000
      158    30223     1.670000
      159      227     1.667000
      160    33122     1.670000
      161   -33122     1.670000
      162    13224     1.670000
      163   -13224     1.670000
      164    13214     1.670000
      165   -13214     1.670000
      166    13114     1.670000
      167   -13114     1.670000
      168    10215     1.672400
      169    10115     1.672400
      170   -10215     1.672400
      171     3334     1.672430
      172    -3334     1.672430
      173     2216     1.675000
      174    -2216     1.675000
      175     2116     1.675000
      176    -2116     1.675000
      177   100333     1.680000
      178    12216     1.685000
      179   -12216     1.685000
      180    12116     1.685000
      181   -12116     1.685000
      182      217     1.688800
      183      117     1.688800
      184     -217     1.688800
      185    13124     1.690000
      186   -13124     1.690000
      187    13322     1.690000
      188   -13322     1.690000
      189    13312     1.690000
      190   -13312     1.690000
      191    22124     1.700000
      192   -22124     1.700000
      193    21214     1.700000
      194   -21214     1.700000
      195    12224     1.700000
      196   -12224     1.700000
      197    12214     1.700000
      198   -12214     1.700000
      199    12114     1.700000
      200   -12114     1.700000
      201    11114     1.700000
      202   -11114     1.700000
      203    42212     1.710000
      204   -42212     1.710000
      205    42112     1.710000
      206   -42112     1.710000
      207    10331     1.715000
      208    30323     1.717000
      209   -30323     1.717000
      210    30313     1.717000
      211   -30313     1.717000
      212    30213     1.720000
      213    30113     1.720000
      214   -30213     1.720000
      215    32124     1.720000
      216   -32124     1.720000
      217    31214     1.720000
      218   -31214     1.720000
      219    23222     1.750000
      220   -23222     1.750000
      221    23212     1.750000
      222   -23212     1.750000
      223    23112     1.750000
      224   -23112     1.750000
      225    10325     1.773000
      226   -10325     1.773000
      227    10315     1.773000
      228   -10315     1.773000
      229     3226     1.775000
      230    -3226     1.775000
      231     3216     1.775000
      232    -3216     1.775000
      233     3116     1.775000
      234    -3116     1.775000
      235      327     1.776000
      236     -327     1.776000
      237      317     1.776000
      238     -317     1.776000
      239    43122     1.800000
      240   -43122     1.800000
      241    53122     1.810000
      242   -53122     1.810000
      243  9010211     1.812000
      244  9010111     1.812000
      245 -9010211     1.812000
      246    20325     1.816000
      247   -20325     1.816000
      248    20315     1.816000
      249   -20315     1.816000
      250     3126     1.820000
      251    -3126     1.820000
      252    13324     1.823000
      253   -13324     1.823000
      254    13314     1.823000
      255   -13314     1.823000
      256    13126     1.830000
      257   -13126     1.830000
      258      337     1.854000
      259    23124     1.890000
      260   -23124     1.890000
      261     2226     1.890000
      262    -2226     1.890000
      263     2126     1.890000
      264    -2126     1.890000
      265     1216     1.890000
      266    -1216     1.890000
      267     1116     1.890000
      268    -1116     1.890000
      269    22222     1.910000
      270   -22222     1.910000
      271    22122     1.910000
      272   -22122     1.910000
      273    21212     1.910000
      274   -21212     1.910000
      275    21112     1.910000
      276   -21112     1.910000
      277    13226     1.915000
      278   -13226     1.915000
      279    13216     1.915000
      280   -13216     1.915000
      281    13116     1.915000
      282   -13116     1.915000
      283    22224     1.920000
      284   -22224     1.920000
      285    22214     1.920000
      286   -22214     1.920000
      287    22114     1.920000
      288   -22114     1.920000
      289    21114     1.920000
      290   -21114     1.920000
      291     2228     1.930000
      292    -2228     1.930000
      293     2218     1.930000
      294    -2218     1.930000
      295     2118     1.930000
      296    -2118     1.930000
      297     1118     1.930000
      298    -1118     1.930000
      299    23224     1.940000
      300   -23224     1.940000
      301    23214     1.940000
      302   -23214     1.940000
      303    23114     1.940000
      304   -23114     1.940000
      305  9050225     1.945000
      306    23324     1.950000
      307   -23324     1.950000
      308    23314     1.950000
      309   -23314     1.950000
      310    12226     1.960000
      311   -12226     1.960000
      312    12126     1.960000
      313   -12126     1.960000
      314    11216     1.960000
      315   -11216     1.960000
      316    11116     1.960000
      317   -11116     1.960000
      318  9060225     2.011000
      319    13334     2.252000
      320   -13334     2.252000
