    0.01         0.6                   1                   0     0.0006740494907         5.115270593        0.2892979996     2.997066323e-05     0.0009839418725         1.658186521        0.1139219735         0.787378626      0.001490214542        0.1252406392       0.03869002544      0.009665829282      0.001252309158        0.5742939045       0.01046765078         0.388985946      0.002559869635       0.02466348581
    0.01         0.6                   1                   0       0.05542547666         1.063536046        0.2729610521         0.209677617         0.124476287         0.775535605        0.1591903817        0.4320641883       0.09378004795       0.08500325539        0.2145856912        0.7629279904        0.1028838139        0.8132580656       0.08487755342        0.1895666512        0.0937051036        0.5115537794
    0.01         0.8                   1                   0       0.05337048051         1.066773055           0.2676273        0.2156902859        0.1234958045        0.7712448047        0.1429352571        0.4354888028        0.0878785675       0.08130287415        0.1875934295        0.7634296413       0.09285597262        0.8160626058       0.07306989787        0.1915384681       0.07970352034        0.5054930362
    0.01         0.6                   1                   0       0.07191022303        0.1535743006        0.2440003871        0.1591145727       0.09833613956         1.374461705        0.1887683254          1.23232958       0.03705599042        0.1216741201        0.1396350573        0.4055772686        0.2458708525        0.1916325108         0.128388541        0.7638785657        0.2062461565        0.5573250026
    0.01         0.8                   1                   0       0.06845299044        0.1515460726        0.2395986774        0.1596415172       0.09581694637          1.38541838        0.1803618397         1.229557575       0.03821501412        0.1352207827        0.1288918016        0.4042114418        0.2188177487        0.1906832571        0.1141331243        0.7672304861        0.1777815833        0.5573476107
    0.01         0.6                   1                   0        0.1273057757         5.348204042        0.1300310544        0.5712217987        0.2277831303         1.036687051        0.1439702345         1.181015499        0.2271917974        0.2878199682        0.1336860412        0.5323704944        0.2636028055        0.6590143741        0.2775481454         0.159436662        0.1929972249        0.3033567398
    0.01         0.8                   1                   0        0.1229898774         5.345065235        0.1270329491        0.5678354443        0.2197795563         1.036040104        0.1375949842         1.180771786        0.2120021514         0.290023596        0.1220854093        0.5276516781        0.2378611351        0.6594769128        0.2435337678        0.1611913621        0.1664249159        0.3024000135
    0.01         0.6                   1                   0        0.1273057757         5.348204042        0.1300310544        0.5712217987        0.2277831303         1.036687051        0.1439702345         1.181015499        0.2271917974        0.2878199682        0.1336860412        0.5323704944        0.2636028055        0.6590143741        0.2775481454         0.159436662        0.1929972249        0.3033567398
    0.01         0.8                   1                   0        0.1229898774         5.345065235        0.1270329491        0.5678354443        0.2197795563         1.036040104        0.1375949842         1.180771786        0.2120021514         0.290023596        0.1220854093        0.5276516781        0.2378611351        0.6594769128        0.2435337678        0.1611913621        0.1664249159        0.3024000135
    0.01         0.6                   1                   0       0.09989225636         4.816631643        0.3383257001        0.1379813437       0.04894243127         2.092950938        0.2220723566          1.45834096       0.09940042946        0.3719866841         0.307277114         0.635484062       0.01650476209        0.6660063878        0.0628381472        0.5328207964        0.1795919981      0.005296922819
    0.01         0.8                   1                   0       0.09718070724         4.813076953        0.3374276523        0.1324956881       0.04673006169       0.01090395641        0.2075553362         1.451330076       0.09368609047        0.3683152036        0.2819499563        0.6307641983       0.01564116526        0.6796622126       0.04699847948        0.5293879918        0.1499447095      0.003209074765
    0.01         0.6                   1                   0        0.1065986031         4.387746513         0.296518811       0.01945513327        0.2796317623        0.4351908332         0.242215855         0.743078002        0.2230150893        0.8384918344        0.2965548594        0.9807606866        0.2657465891        0.1513793682        0.3828579826        0.3497537057        0.3381173468        0.4655138056
    0.01         0.8                   1                   0         0.103882535         4.391318822        0.2945326293        0.0195824414         0.271331848        0.4338881163        0.2327862415        0.7410893168        0.2136079267        0.8361390872        0.2728306607        0.9794466341         0.244962574        0.1495699278        0.3411308616        0.3480970593        0.3001805334        0.4644528769
    0.01         0.6                   1                   0        0.1065986031         4.387746513         0.296518811       0.01945513327        0.2796317623        0.4351908332         0.242215855         0.743078002        0.2230150893        0.8384918344        0.2965548594        0.9807606866        0.2657465891        0.1513793682        0.3828579826        0.3497537057        0.3381173468        0.4655138056
    0.01         0.8                   1                   0         0.103882535         4.391318822        0.2945326293        0.0195824414         0.271331848        0.4338881163        0.2327862415        0.7410893168        0.2136079267        0.8361390872        0.2728306607        0.9794466341         0.244962574        0.1495699278        0.3411308616        0.3480970593        0.3001805334        0.4644528769
