v2_ch         0.0782      0.0019
v3_ch         0.03165     0.00077
meanpt_pion   0.541850    0.017965
meanpt_kaon   0.824950    0.027854
meanpt_proton 1.311448    0.043314
proton_pt2    2.085105    0.070462    
pik_ratio     6.69118     0.67074
pip_ratio     21.6667     2.29250
pil_ratio     26.7647     3.63870
