        0.00070492    3.61702168e-03
        0.00370950    8.39862762e-03
        0.00909602    1.31368467e-02
        0.01683327    1.77966794e-02
        0.02687488    2.23496056e-02
        0.03916048    2.67681562e-02
        0.05361620    3.10257344e-02
        0.07015511    3.50967265e-02
        0.08867774    3.89566461e-02
        0.10907270    4.25822776e-02
        0.13121733    4.59518153e-02
        0.15497844    4.90449940e-02
        0.18021315    5.18432108e-02
        0.20676968    5.43296367e-02
        0.23448832    5.64893179e-02
        0.26320236    5.83092659e-02
        0.29273913    5.97785352e-02
        0.32292097    6.08882895e-02
        0.35356637    6.16318545e-02
        0.38449103    6.20047584e-02
        0.41550897    6.20047584e-02
        0.44643363    6.16318545e-02
        0.47707903    6.08882895e-02
        0.50726087    5.97785352e-02
        0.53679764    5.83092659e-02
        0.56551168    5.64893179e-02
        0.59323032    5.43296367e-02
        0.61978685    5.18432108e-02
        0.64502156    4.90449940e-02
        0.66878267    4.59518153e-02
        0.69092730    4.25822776e-02
        0.71132226    3.89566461e-02
        0.72984489    3.50967265e-02
        0.74638380    3.10257344e-02
        0.76083952    2.67681562e-02
        0.77312512    2.23496056e-02
        0.78316673    1.77966794e-02
        0.79090398    1.31368467e-02
        0.79629050    8.39862762e-03
        0.79929508    3.61702168e-03
