        0.00089935    2.30792232e-03
        0.00473768    5.37021540e-03
        0.01163918    8.43180023e-03
        0.02159865    1.14855409e-02
        0.03460654    1.45281383e-02
        0.05065020    1.75565644e-02
        0.06971396    2.05678452e-02
        0.09177919    2.35590334e-02
        0.11682435    2.65272046e-02
        0.14482496    2.94694575e-02
        0.17575367    3.23829168e-02
        0.20958025    3.52647358e-02
        0.24627165    3.81120983e-02
        0.28579203    4.09222222e-02
        0.32810277    4.36923618e-02
        0.37316252    4.64198103e-02
        0.42092727    4.91019028e-02
        0.47135034    5.17360185e-02
        0.52438246    5.43195839e-02
        0.57997181    5.68500744e-02
        0.63806409    5.93250176e-02
        0.69860253    6.17419953e-02
        0.76152797    6.40986458e-02
        0.82677894    6.63926665e-02
        0.89429168    6.86218159e-02
        0.96400022    7.07839160e-02
        1.03583646    7.28768543e-02
        1.10973019    7.48985856e-02
        1.18560923    7.68471347e-02
        1.26339943    7.87205977e-02
        1.34302479    8.05171439e-02
        1.42440750    8.22350181e-02
        1.50746804    8.38725416e-02
        1.59212526    8.54281146e-02
        1.67829644    8.69002171e-02
        1.76589739    8.82874107e-02
        1.85484251    8.95883400e-02
        1.94504489    9.08017340e-02
        2.03641640    9.19264069e-02
        2.12886777    9.29612599e-02
        2.22230865    9.39052819e-02
        2.31664774    9.47575505e-02
        2.41179288    9.55172329e-02
        2.50765110    9.61835869e-02
        2.60412873    9.67559613e-02
        2.70113151    9.72337970e-02
        2.79856465    9.76166270e-02
        2.89633297    9.79040773e-02
        2.99434092    9.80958670e-02
        3.09249275    9.81918087e-02
        3.19069256    9.81918087e-02
        3.28884439    9.80958670e-02
        3.38685234    9.79040773e-02
        3.48462065    9.76166270e-02
        3.58205380    9.72337970e-02
        3.67905658    9.67559613e-02
        3.77553421    9.61835869e-02
        3.87139242    9.55172329e-02
        3.96653756    9.47575505e-02
        4.06087666    9.39052819e-02
        4.15431754    9.29612599e-02
        4.24676890    9.19264069e-02
        4.33814041    9.08017340e-02
        4.42834280    8.95883400e-02
        4.51728792    8.82874107e-02
        4.60488886    8.69002171e-02
        4.69106005    8.54281146e-02
        4.77571727    8.38725416e-02
        4.85877781    8.22350181e-02
        4.94016052    8.05171439e-02
        5.01978587    7.87205977e-02
        5.09757607    7.68471347e-02
        5.17345511    7.48985856e-02
        5.24734885    7.28768543e-02
        5.31918509    7.07839160e-02
        5.38889363    6.86218159e-02
        5.45640637    6.63926665e-02
        5.52165734    6.40986458e-02
        5.58458278    6.17419953e-02
        5.64512122    5.93250176e-02
        5.70321349    5.68500744e-02
        5.75880285    5.43195839e-02
        5.81183497    5.17360185e-02
        5.86225804    4.91019028e-02
        5.91002278    4.64198103e-02
        5.95508254    4.36923618e-02
        5.99739328    4.09222222e-02
        6.03691365    3.81120983e-02
        6.07360506    3.52647358e-02
        6.10743164    3.23829168e-02
        6.13836035    2.94694575e-02
        6.16636096    2.65272046e-02
        6.19140611    2.35590334e-02
        6.21347135    2.05678452e-02
        6.23253511    1.75565644e-02
        6.24857876    1.45281383e-02
        6.26158666    1.14855409e-02
        6.27154613    8.43180023e-03
        6.27844763    5.37021540e-03
        6.28228595    2.30792232e-03
