        0.50388314    9.96024062e-03
        0.52041485    2.30830854e-02
        0.54997267    3.59808849e-02
        0.59224994    4.84989907e-02
        0.64679933    6.05033410e-02
        0.71304280    7.18664453e-02
        0.79027821    8.24677874e-02
        0.87768688    9.21949684e-02
        0.97434227    1.00944869e-01
        1.07921981    1.08624734e-01
        1.19120779    1.15153153e-01
        1.30911909    1.20460921e-01
        1.43170384    1.24491776e-01
        1.55766261    1.27202987e-01
        1.68566020    1.28565816e-01
        1.81433980    1.28565816e-01
        1.94233739    1.27202987e-01
        2.06829616    1.24491776e-01
        2.19088091    1.20460921e-01
        2.30879221    1.15153153e-01
        2.42078019    1.08624734e-01
        2.52565773    1.00944869e-01
        2.62231312    9.21949684e-02
        2.70972179    8.24677874e-02
        2.78695720    7.18664453e-02
        2.85320067    6.05033410e-02
        2.90775006    4.84989907e-02
        2.95002733    3.59808849e-02
        2.97958515    2.30830854e-02
        2.99611686    9.96024062e-03
